Year,ReefName,ReefLabel,Total_Dives,Total_Diver_Hours,Wasted_Diver_Hours,Borderline_Diver_Hours,Needed_Diver_Hours,NeededLow_Diver_Hours,NeededHigh_Diver_Hours,Total_COTS_Culled,Proportion_Wasted,Proportion_Borderline,Proportion_Needed,Proportion_NeededLow,Proportion_NeededHigh,Scout_Diver_Hours,Initial_CPUE,Total_Tows,Mean_COTS_per_Tow,Tows_With_Scars,Pct_Tows_With_Scars,Total_eDNA_Samples,eDNA_Positives,eDNA_Mean_Conc,eDNA_Date,eDNA_Pct_Positive
2020,(Big) Broadhurst Reef (No 1) (18-100a),18-100a,184,928.0333333333333,398.1166666666667,128.9,401.01666666666665,138.95,262.06666666666666,4578,0.42898961962573184,0.1388958729930678,0.4321145073812004,0.14972522538701913,0.28238928199418123,20.05,0.00831255195344971,987,0.1276595744680851,217,21.98581560283688,NA,NA,NA,NA,NA
2020,Trunk Reef (18-027),18-027,181,816.5,267.5,231.88333333333333,317.1166666666667,190.4,126.71666666666667,2370,0.32761788120024493,0.28399673402735254,0.38838538477240253,0.23319044703000613,0.1551949377423964,18.666666666666668,0.055357142857142855,2690,0.02379182156133829,123,4.5724907063197024,NA,NA,NA,NA,NA
2020,Keeper Reef (18-079),18-079,339,1000.4666666666667,208.98333333333332,181.28333333333333,610.2,342.3,267.9,3866,0.2088858532684747,0.18119877390551076,0.6099153728260146,0.34214033451056175,0.26777503831545274,19.833333333333332,0.13949579831932774,290,0.09655172413793103,96,33.10344827586207,30,24,30.3,2020-05-18,80
2020,Lady Musgrave Reef (23-082a),23-082a,200,738.95,178.41666666666666,244.21666666666667,316.31666666666666,235.68333333333334,80.63333333333334,1877,0.24144619617926333,0.33049146311207345,0.42806234070866317,0.3189435460225094,0.10911879468615378,3.2,0.13541666666666666,916,0.05349344978165939,121,13.209606986899564,NA,NA,NA,NA,NA
2020,Fitzroy Reef (23-077),23-077,194,749.1166666666667,174.23333333333332,123.38333333333334,451.5,180.66666666666666,270.8333333333333,6799,0.23258504460809395,0.16470509711437917,0.6027098582775269,0.24117293701470618,0.3615369212628206,15.383333333333333,0.02600216684723727,637,0.22291993720565148,101,15.855572998430143,NA,NA,NA,NA,NA
2020,John Brewer Reef (18-075),18-075,737,2195.766666666667,119.66666666666667,228.11666666666667,1847.9833333333333,482.31666666666666,1365.6666666666667,15522,0.05449880831296586,0.10388930214200051,0.8416118895450335,0.2196575228090416,0.6219543667359919,5.2,0.057692307692307696,1009,0.11000991080277503,477,47.27452923686818,NA,NA,NA,NA,NA
2020,Arlington Reef (16-064),16-064,20,84.08333333333333,84.08333333333333,0,0,0,0,4,1,0,0,0,0,17.366666666666667,0,623,0,7,1.1235955056179776,NA,NA,NA,NA,NA
2020,Lynchs Reef (18-091),18-091,70,329.3333333333333,80.66666666666667,102,146.66666666666666,114.66666666666667,32,864,0.24493927125506076,0.30971659919028344,0.44534412955465585,0.3481781376518219,0.09716599190283401,21.333333333333332,0.04765625,498,0.004016064257028112,9,1.8072289156626504,NA,NA,NA,NA,NA
2020,Michaelmas Reef (16-060),16-060,24,92.35,69.41666666666667,7.55,15.383333333333333,11.383333333333333,4,100,0.7516693737592494,0.08175419599350298,0.1665764302472478,0.12326294892618661,0.043313481321061185,7.25,0,261,0,9,3.4482758620689653,NA,NA,NA,NA,NA
2020,St Crispin Reef (16-019),16-019,14,65.3,65.3,0,0,0,0,1,1,0,0,0,0,19.866666666666667,0,278,0.0035971223021582736,3,1.079136690647482,NA,NA,NA,NA,NA
2020,Eddy Reef (17-047),17-047,58,283.56666666666666,64.3,41.083333333333336,178.18333333333334,48.46666666666667,129.71666666666667,1420,0.22675443752204066,0.14488068649347596,0.6283648759844834,0.17091806747384508,0.4574468085106383,10.666666666666666,0.015625,324,0.024691358024691357,19,5.864197530864197,NA,NA,NA,NA,NA
2020,Bramble Reef (18-029),18-029,16,84.5,54.266666666666666,10.233333333333333,20,10,10,152,0.6422090729783038,0.12110453648915187,0.23668639053254437,0.11834319526627218,0.11834319526627218,14,0.034523809523809526,496,0,6,1.2096774193548387,NA,NA,NA,NA,NA
2020,Fairfax Islands Reef (23-081),23-081,57,275.3666666666667,53.083333333333336,77.06666666666666,145.21666666666667,55.65,89.56666666666666,1313,0.19277327200096842,0.27986926522212807,0.5273574627769035,0.20209417746035588,0.32526328531654763,4.083333333333333,0,271,0.033210332103321034,48,17.712177121771216,NA,NA,NA,NA,NA
2020,Chicken Reef (18-086),18-086,10,50.666666666666664,50.666666666666664,0,0,0,0,5,1,0,0,0,0,21.333333333333332,0.0015625,121,0,5,4.132231404958678,NA,NA,NA,NA,NA
2020,Llewellyn Reef (23-078),23-078,87,319.0833333333333,47.8,59.166666666666664,212.11666666666667,59.43333333333333,152.68333333333334,2143,0.14980412640376078,0.1854270044398015,0.6647688691564377,0.18626273178375555,0.4785061373726822,19.1,0.4886561954624782,297,0.14814814814814814,49,16.4983164983165,NA,NA,NA,NA,NA
2020,Fore And Aft Reef (18-043),18-043,57,253.05,44.93333333333333,104.83333333333333,103.28333333333333,51.333333333333336,51.95,700,0.17756701574128958,0.414279127972074,0.40815385628663636,0.2028584601198709,0.20529539616676545,18.666666666666668,0.033035714285714286,508,0.017716535433070866,84,16.535433070866144,NA,NA,NA,NA,NA
2020,Agincourt Reefs (No 5) (15-099d),15-099d,12,44.9,44.9,0,0,0,0,0,1,0,0,0,0,14.866666666666667,0,49,0,6,12.244897959183673,NA,NA,NA,NA,NA
2020,Agincourt Reefs (No 3) (15-099a),15-099a,12,43.583333333333336,43.583333333333336,0,0,0,0,0,1,0,0,0,0,14.033333333333333,0,94,0,3,3.1914893617021276,NA,NA,NA,NA,NA
