Year,ReefName,ReefLabel,Total_Dives,Total_Diver_Hours,Wasted_Diver_Hours,Borderline_Diver_Hours,Needed_Diver_Hours,Total_COTS_Culled,Proportion_Wasted,Proportion_Borderline,Proportion_Needed,Total_Tows,Mean_COTS_per_Tow,Tows_With_Scars,Pct_Tows_With_Scars,Total_eDNA_Samples,eDNA_Positives,eDNA_Mean_Conc,eDNA_Pct_Positive
2020,(Big) Broadhurst Reef (No 1) (18-100a),18-100a,184,928.0333333333333,398.1166666666667,128.9,401.01666666666665,4578,0.42898961962573184,0.1388958729930678,0.4321145073812004,987,0.1276595744680851,217,21.98581560283688,NA,NA,NA,NA
2020,Keeper Reef (18-079),18-079,555,1575.3833333333334,335.93333333333334,291.18333333333334,948.2666666666667,5985,0.21323910582609523,0.18483332099065836,0.6019275731832463,290,0.09655172413793103,96,33.10344827586207,30,24,30.3,80
2020,Trunk Reef (18-027),18-027,181,816.5,267.5,231.88333333333333,317.1166666666667,2370,0.32761788120024493,0.28399673402735254,0.38838538477240253,2690,0.02379182156133829,123,4.5724907063197024,NA,NA,NA,NA
2020,Moore Reef (16-071),16-071,116,530.4,193.33333333333334,86.4,250.66666666666666,1822,0.3645047762694822,0.16289592760180996,0.4725992961287079,423,0,15,3.546099290780142,32,19,15.9994447654375,59.375
2020,Davies Reef (18-096),18-096,105,546.25,179,134.96666666666667,232.28333333333333,1271,0.3276887871853547,0.2470785659801678,0.4252326468344775,444,0.033783783783783786,37,8.333333333333332,60,53,46.35,88.33333333333333
2020,Lady Musgrave Reef (23-082a),23-082a,200,738.95,178.41666666666666,244.21666666666667,316.31666666666666,1877,0.24144619617926333,0.33049146311207345,0.42806234070866317,916,0.05349344978165939,121,13.209606986899564,NA,NA,NA,NA
2020,Fitzroy Reef (23-077),23-077,194,749.1166666666667,174.23333333333332,123.38333333333334,451.5,6799,0.23258504460809395,0.16470509711437917,0.6027098582775269,637,0.22291993720565148,101,15.855572998430143,NA,NA,NA,NA
2020,John Brewer Reef (18-075),18-075,737,2195.766666666667,119.66666666666667,228.11666666666667,1847.9833333333333,15522,0.05449880831296586,0.10388930214200051,0.8416118895450335,1009,0.11000991080277503,477,47.27452923686818,NA,NA,NA,NA
2020,Lizard Island Reef (Lagoon) (14-116d),14-116d,24,115.16666666666667,115.16666666666667,0,0,19,1,0,0,106,0,4,3.7735849056603774,90,22,3.2328281449222223,24.444444444444443
2020,Arlington Reef (16-064),16-064,20,84.08333333333333,84.08333333333333,0,0,4,1,0,0,623,0,7,1.1235955056179776,NA,NA,NA,NA
2020,Lynchs Reef (18-091),18-091,70,329.3333333333333,80.66666666666667,102,146.66666666666666,864,0.24493927125506076,0.30971659919028344,0.44534412955465585,498,0.004016064257028112,9,1.8072289156626504,NA,NA,NA,NA
2020,Thetford Reef (16-068),16-068,14,84,78,6,0,43,0.9285714285714286,0.07142857142857142,0,232,0,10,4.310344827586207,30,15,13.612025975,50
2020,Lizard Island Reef (North West) (14-116a),14-116a,17,74.88333333333334,74.88333333333334,0,0,16,1,0,0,128,0.0078125,10,7.8125,30,16,21.444604067500002,53.333333333333336
2020,Michaelmas Reef (16-060),16-060,24,92.35,69.41666666666667,7.55,15.383333333333333,100,0.7516693737592494,0.08175419599350298,0.1665764302472478,261,0,9,3.4482758620689653,NA,NA,NA,NA
2020,St Crispin Reef (16-019),16-019,14,65.3,65.3,0,0,1,1,0,0,278,0.0035971223021582736,3,1.079136690647482,NA,NA,NA,NA
2020,Eddy Reef (17-047),17-047,58,283.56666666666666,64.3,41.083333333333336,178.18333333333334,1420,0.22675443752204066,0.14488068649347596,0.6283648759844834,324,0.024691358024691357,19,5.864197530864197,NA,NA,NA,NA
2020,Lizard Island Reef (North East) (14-116b),14-116b,11,55.05,55.05,0,0,15,1,0,0,63,0,2,3.1746031746031744,30,10,4.3743973841,33.33333333333333
2020,Bramble Reef (18-029),18-029,16,84.5,54.266666666666666,10.233333333333333,20,152,0.6422090729783038,0.12110453648915187,0.23668639053254437,496,0,6,1.2096774193548387,NA,NA,NA,NA
2020,Fairfax Islands Reef (23-081),23-081,57,275.3666666666667,53.083333333333336,77.06666666666666,145.21666666666667,1313,0.19277327200096842,0.27986926522212807,0.5273574627769035,271,0.033210332103321034,48,17.712177121771216,NA,NA,NA,NA
2020,Chicken Reef (18-086),18-086,10,50.666666666666664,50.666666666666664,0,0,5,1,0,0,121,0,5,4.132231404958678,NA,NA,NA,NA
2021,John Brewer Reef (18-075),18-075,610,1928.8833333333334,262.81666666666666,384.8,1281.2666666666667,6935,0.13625327261887274,0.19949366213612366,0.6642530652450035,447,0.011185682326621925,132,29.53020134228188,NA,NA,NA,NA
2021,Heron Reef (23-052a),23-052a,113,429.78333333333336,235.18333333333334,91.71666666666667,102.88333333333334,690,0.547213712335673,0.21340210183425756,0.23938418583006943,531,0.030131826741996232,81,15.254237288135593,NA,NA,NA,NA
2021,Keeper Reef (18-079),18-079,195,640.0833333333334,183.03333333333333,147.35,309.7,1787,0.28595234995443297,0.23020440046868895,0.48384324957687797,241,0.029045643153526972,75,31.12033195020747,NA,NA,NA,NA
2021,(Big) Broadhurst Reef (No 1) (18-100a),18-100a,241,1057,181.9,80.46666666666667,794.6333333333333,9793,0.17209082308420057,0.0761274046042258,0.7517817723115736,1052,0.07034220532319392,165,15.684410646387834,NA,NA,NA,NA
2021,Lady Musgrave Reef (23-082a),23-082a,164,677.8833333333333,162.65,163.58333333333334,351.65,2047,0.23993804243601408,0.2413148771912571,0.5187470803727288,649,0.05084745762711865,134,20.647149460708782,NA,NA,NA,NA
2021,Britomart Reef (18-024),18-024,103,450.3666666666667,161.1,92.16666666666667,197.1,1379,0.3577085337872844,0.20464806454000445,0.4376434016727111,800,0,26,3.25,NA,NA,NA,NA
